id,name,type,description,pages,evidence
E01108,阻流管,设备,发生砂卡故障的设备部件,"141,146,165",拆除阻流管解卡 | 建立阻流管保养清洗制度，按时对阻流管进行清洗保养 | 电缆在控制头下方 3 根流管处砂卡最为严重
E01109,罗切斯特单芯电缆,设备,美国进口的φ8mm 单芯电缆,142,本次使用电缆系美国进口的罗切斯特φ8mm 单芯电缆
E01110,砂卡,故障类型,电缆携带压裂砂在阻流管内形成卡阻,"142,145,146,168",电缆上携带压裂砂，在阻流管内形成砂卡 | 绞车下放，电缆无下行显示，判断为砂卡 | 第 20 段砂卡 | 发现控制头自下而上第二根和第四根阻流管内有大量压裂砂将电缆卡住
E01111,控制起电缆速度,处置措施,严格控制速度并观察张力变化,142,严格控制起电缆速度，注意观察张力变化，及时做好现场应对措施
E01112,排量 0.6~1.4m³/min,施工参数,泵送工具串时的施工排量,142,排量 0.6~1.4m³/min，施工压力 62MPa
E01113,施工压力 62MPa,施工参数,泵送工具串时的施工压力,142,排量 0.6~1.4m³/min，施工压力 62MPa
E01114,张力突变,现象,电缆张力突然升高后降低,142,张力从 3.2kN 突升至 15.3kN，随即降低 2.0kN 左右
E01115,化学注脂泵,设备,应急处理预案中配备的设备,142,配备化学注脂泵，制定完善的应急处理预案
E01116,电缆下放速度,施工参数,电缆下入井下的速度,143,电缆下放速度和泵送排量不匹配
E01117,弱点设定最大拉力,指标,电缆弱点设计的最大承受拉力,143,导致电缆张力超过弱点设定的最大拉力泵脱
E01118,处置措施不妥,原因,故障发生时应对操作不当,143,绞车操作工没有及时快速下放电缆，泵送指挥人员下达停泵指令较慢
E01119,快速下放电缆,处置措施,张力异常时快速释放电缆,143,绞车操作工没有及时快速下放电缆
E01120,井筒清洗,处置措施,清除井筒内杂物,"143,144",若重新泵送仍然出现曲线异常，则应将工具串起出井口，进行井筒清洗 | 建议压裂完毕往井筒内打一定量的胶液，确保将井筒清洗干净
E01121,曲线异常,现象,施工监测曲线出现不正常波动,143,进行速度与排量调节不能消除曲线异常
E01122,处理不及时,原因,操作人员响应速度慢导致事故,144,绞车操作工没有及时快速下放电缆，泵送指挥人员发出停泵指令也较慢
E01123,电缆头张力,指标,泵送时电缆头部承受的拉力,144,尽量使电缆头张力在 5kN 以下
E01124,5kN 以下,指标,电缆头张力的安全控制范围,144,尽量使电缆头张力在 5kN 以下
E01125,节箍信号异常,现象,泵送过程中监测到的信号异常,144,一旦发现节箍信号异常
E01126,重新泵送,处置措施,停止后重新开始泵送作业,144,则应及时停泵，进行重新泵送
E01127,电缆张力迅速增加,现象,砂卡发生前的张力异常表现,145,发生电缆张力迅速增加幅度达 1.50kN 时
E01128,提升绞车速度,处置措施,张力异常时的紧急应对措施,145,迅速提升绞车速度，待张力平稳后再恢复
E01129,注入柴油,处置措施,第 11 段砂卡尝试的化学解卡措施,"145,168",使用化学疏通泵往阻流管内注入柴油，经过 24h 尝试 | 使用化学清洗泵向电缆密封控制头内注入柴油，尝试清洗疏通阻流管
E01130,高空拆除阻流管,处置措施,第 11 段砂卡最终成功的解卡措施,145,9 日 14:47 高空拆除阻流管，解卡成功
E01131,化学疏通泵,设备,用于注入柴油解卡的设备,"145,146",使用化学疏通泵往阻流管内注入柴油 | 配备化学疏通泵，制定完善的应急处理预案
E01132,柴油,材料,用于化学疏通的液体材料,"145,165,168,169",注入 300L 柴油无法解卡 | 控制头应配接注柴油接口 | 使用化学清洗泵向电缆密封控制头内注入柴油，尝试清洗疏通阻流管 | 使用化学清洗泵向电缆密封控制头内注入大量柴油，试图溶解密封脂解卡
E01133,44.20MPa,指标,第 11 段施工最高压力,145,最高施工压力 44.20MPa
E01134,0.4~1.3m³/min,指标,第 11 段施工排量范围,145,排量 0.4~1.3m³/min
E01135,1.50kN,指标,电缆张力异常增加的阈值,145,发生电缆张力迅速增加幅度达 1.50kN 时
E01136,第 11 段砂卡,故障类型,JY-C22HF 井第 11 段发生的砂卡故障,145,第 11 段砂卡：7 月 7 日 14:50 组下第 11 段射孔枪
E01137,第 20 段砂卡,故障类型,JY-C22HF 井第 20 段发生的砂卡故障,145,第 20 段砂卡：15 日 13:07 组下第 20 段射孔枪
E01138,电缆遇卡,故障类型,电缆在阻流管内遇卡,"146,164",导致电缆在阻流管内遇卡 | 17:30 起到 1500m 电缆遇卡
E01139,电缆张力异常上涨,现象,泵送过程中电缆张力突然异常,146,此时电缆张力突然异常上涨
E01140,井筒内残留压裂砂,原因,压裂井筒内残留压裂砂导致遇卡,146,第 11、20 段压裂井筒内残留压裂砂，导致电缆在阻流管内遇卡
E01141,拆除阻流管,处置措施,高空拆除阻流管解卡,146,16 日 14:25 高空拆除阻流管，拆除阻流管解卡成功
E01142,加快下放电缆速度,处置措施,张力异常时加快下放速度,146,操作人员采取紧急停泵、并加快下放电缆速度等措施
E01143,胶液顶替,处置措施,加砂完毕后加入胶液顶替,146,建议加入适当的胶液并以大排量、不小于井筒容积 1.5 倍减阻水顶替
E01144,配备化学疏通泵,处置措施,配备化学疏通泵应急,146,配备化学疏通泵，制定完善的应急处理预案
E01145,覆膜砂,材料,压裂使用的覆膜砂材料,"146,178",70/140 目覆膜砂 13 m³，40/70 目覆膜砂 4.8 m³ | 带出部分桥塞碎屑、覆膜砂及少量卡瓦碎屑
E01146,工具串泵脱,故障类型,电缆头弱点处泵脱，工具串落井,147,发现电缆在电缆头弱点处泵脱，射孔工具串落井
E01147,射孔工具串落井,故障类型,射孔工具串落入井底成为落鱼,"147,156",射孔工具串落井，落鱼鱼头无电缆 | 起出电缆后发现射孔工具串落井等情况
E01148,电缆张力突然增加,现象,泵送过程中电缆张力异常升高,147,电缆张力突然增加，电缆下放速度无法快速下放到需要的泵送速度
E01149,套管壁清洗不彻底,原因,压裂施工困难导致套管壁清洗不彻底,147,由于第 1 段压裂施工困难，对套管壁清洗不彻底，套管壁上粘附一些油泥
E01150,反打压,处置措施,通过反打压和上下活动解卡,"147,212",16:08 反打压，反复上提下放解卡成功，悬重降到 128kN | 采取由管汇台处逐级反打压到 45 MPa
E01151,开泵超压,现象,捕获落鱼后开泵出现超压现象,147,上提连续油管后 3 次开泵超压，确认捕获落鱼
E01152,压裂最大排量,施工参数,第 1 段压裂施工时的最大排量,147,压裂最大排量 12m³/min 共计加砂量 17.8m³
E01153,摩阻过大,原因,导致工具串遇卡的主要原因之一,148,工具串遇卡井段可能有沉砂，造成工具串摩阻增大
E01154,井筒内积砂,原因,导致摩阻过大的潜在因素,148,工具串遇卡井段可能有沉砂，造成工具串摩阻增大
E01155,桥塞质量问题,原因,导致工具串遇卡的潜在原因,"148,264",不排除切断的销钉有残留的碎屑，卡在推筒与桥塞之间 | 可能为桥塞质量问题，导致桥塞座封失效
E01156,销钉残留碎屑,原因,桥塞质量问题具体表现，造成暂时性遇阻,148,不排除切断的销钉有残留的碎屑，卡在推筒与桥塞之间
E01157,加重枪,设备,工具串组成部分，增大了摩阻,148,因井口压力有 40 MPa，在工具串上增加了加重枪，也增大了摩阻
E01158,活动电缆解卡,处置措施,遇卡后首先尝试的解卡方法,148,14:56 活动电缆解卡，活动范围 0~18 kN，活动解卡无效
E01159,上提张力解卡,处置措施,活动电缆无效后采用的解卡方法,148,16:52 上提到 18.5 kN 活动解卡时，张力突然从 18.5 kN 降至 5.8 kN
E01160,了解压裂和顶替情况,处置措施,预防井筒积砂导致遇卡的建议措施,148,泵送桥塞 - 射孔联作施工前要了解泵送施工前压裂和顶替情况
E01161,桥塞销钉改进,处置措施,预防桥塞质量问题导致遇卡的建议措施,148,结合桥塞厂家，进行桥塞销钉改进
E01162,1.4 m³/min,施工参数,泵送过程中的最大排量,148,泵送最大排量 1.4 m³/min，最大施工压力 59.9 MPa
E01163,59.9 MPa,施工参数,泵送过程中的最大施工压力,148,泵送最大排量 1.4 m³/min，最大施工压力 59.9 MPa
E01164,10 kN,施工参数,判断遇卡时的张力阈值,148,14:40 上提电缆，张力升至 10 kN，判断射孔工具串遇卡
E01165,18.5 kN,施工参数,成功解卡时的上提张力,148,16:52 上提到 18.5 kN 活动解卡时，张力突然从 18.5 kN 降至 5.8 kN
E01166,电缆张力突升,现象,电缆张力异常增加,149,电缆张力由 3.7 kN 突升至 9.8 kN
E01167,射孔枪泵脱,现象,射孔枪与电缆分离,149,射孔枪泵脱，起出电缆检查
E01168,投球打压脱手,处置措施,通过投球加压实现工具脱手,149,11:41 投球打压脱手
E01169,连续油管遇卡,现象,连续油管在井内被卡住,"149,171,173,212",上提连续油管遇卡，上提最大悬重 340kN | 本章主要介绍了连续油管遇卡 | 连续油管上提到距离井口 1550.4m，连续油管遇卡 | 开泵起连续油管到 2976 m 后遇卡，上提下放活动解卡，未成功
E01170,落鱼,故障类型,井下落井工具或部件,"150,177,193,198,200,204,206",判断落鱼进入打捞筒，停泵，起连续油管 | 井内落鱼：φ110mm 磨鞋 +φ73mm 变扣接头 | 清理落鱼周边 | 成功捞获全部井下落鱼 | 判断工具存在异常...落鱼为
E01171,环空打压,处置措施,向环空施加压力以辅助解卡,150,环空打压 15MPa 管柱自 4866.7m 下行到 4895.7m
E01172,解卡,处置措施,解除管柱卡阻状态,150,连续油管上提下放正常，解卡成功
E01173,桥塞卡瓦,材料,落井的桥塞部件,150,检查：射孔枪完好，桥塞卡瓦及胶皮落井
E01174,工具串被拉脱,故障类型,工具串因外力突然释放而脱离,151,突然释放砂桥的力导致工具串被拉脱
E01175,冲洗,处置措施,通过泵入液体冲洗井筒解卡,151,采取 0.4~2.0m³/min 排量冲洗，压力 28.83~67.70MPa
E01176,震动解卡,处置措施,通过点火射孔枪产生震动解卡,151,在卡点处点火第 2 簇射孔枪震动解卡
E01177,电缆弱点拉断,处置措施,通过拉断电缆弱点放弃部分工具,151,判断弱点拉断...确认从弱点处断开
E01178,泄压,处置措施,通过油嘴控制降低井口压力,"151,224",套管用 12mm 油嘴控制泄压，井口压力由 23.5MPa 降至 4.2MPa | 在保证井内安全的情况下，关闭了 2 号、3 号、4 号防喷器，泄压后
E01179,泵送设计,施工参数,泵送作业的方案设计,151,泵送设计应充分考虑井眼轨迹的变化，制定详细的预案
E01180,打捞落物,工况,打捞井下落物的作业过程,151,打捞落物前先将鱼顶附近清理干净，以便于后继打捞
E01181,清理鱼顶附近,处置措施,清理落物顶部周围环境,151,打捞落物前先将鱼顶附近清理干净，以便于后继打捞
E01182,顶替干净井筒内砂子,处置措施,压裂后将砂子顶替出井筒,151,遇到井眼轨迹上翘的井，压裂完成后，尽量将井筒内砂子顶替干净
E01183,无火焰,现象,返液时无火焰产生,152,无火焰，返液 16m³
E01184,返液 16m³,指标,返液量达到 16 立方米,152,无火焰，返液 16m³
E01185,井内落鱼,设备,井内遗留的工具串,152,井内落鱼：φ102mm 推筒
E01186,工具串太短,原因,工具串长度不足导致倾斜,152,现场判断由于工具串太短，工具串过井口时倾斜
E01187,工具串倾斜,现象,工具串过井口时发生倾斜,152,工具串过井口时倾斜，无法通过
E01188,金属减阻剂,材料,用于循环冲下的化学剂,"152,155,157,159,189,196,207",用金属减阻剂配 20m³ 混合液正循环冲下 | 正循环替入金属减阻剂 15.10m³ | 11:50~12:05 泵入金属减阻剂 21m³ | 并泵入金属减阻剂 0.12\mathrm{m}^3 | 泵注金属减阻剂 25.0 m3
E01189,正循环冲下,处置措施,通过循环液体冲刷遇阻点,152,用金属减阻剂配 20m³ 混合液正循环冲下
E01190,排量 0.3m³/min,施工参数,连续油管打捞时的排量,152,排量 0.3m³/min，施工压力 6.3~8.7MPa
E01191,施工压力 15MPa,施工参数,打捞作业时的施工压力,152,排量 0.5m³/min，施工压力 15MPa
E01192,未捞获落鱼,现象,打捞作业未能成功 retrieve 落鱼,"152,153,184",检查工具串无异常，未捞获落鱼 | 上提打捞管柱到井口，检查出井工具无异常，未捞获落鱼 | 闸门关闭未捞获落鱼
E01193,给入井工具倒角,处置措施,对工具进行倒角处理以通过遇阻点,152,检查无异常（给入井工具倒角）
E01194,更换打捞工具,处置措施,因未捞获落鱼而更换工具,153,未捞获落鱼。10:50 更换打捞工具
E01195,销钉未被剪切,其他,桥塞释放机构未正常工作,153,捞获全部落鱼（销钉未被剪切，桥塞芯轴被抽出）
E01196,桥塞碎屑,材料,钻塞后产生的残留物,"153,154,178,206,246",捞获桥塞碎屑 1.9kg | 文丘里捞获微量桥塞碎屑 | 带出部分桥塞碎屑、覆膜砂及少量卡瓦碎屑 | 强磁捞获桥塞铁屑 2.36kg | 天然气流携带迈出压裂砂与桥塞碎屑
E01197,磨鞋底面损伤,现象,钻磨工具使用后出现磨损,153,检查磨鞋底面有轻微损伤，其他工具无异常
E01198,桥塞未丢手,故障类型,桥塞座封后未能成功丢手,154,桥塞未丢手原因是桥塞设计缺陷，导致座封力未完全作用于剪切销钉上
E01199,桥塞设计缺陷,原因,桥塞结构设计存在问题,154,桥塞未丢手原因是桥塞设计缺陷，导致座封力未完全作用于剪切销钉上
E01200,电脑黑屏故障,故障类型,射孔点火后电脑屏幕变黑,154,桥塞点火后电脑出现黑屏故障，看不到射孔曲线
E01201,未严格执行操作规程,原因,现场操作违反规定流程,154,现场未严格执行操作规程停止射孔作业，而是继续上提电缆进行第 1 簇射孔
E01202,操作人员判断失误,原因,现场人员未能正确识别异常,154,现场操作人员判断失误，未在第一时间发现桥塞未丢手
E01203,重复射孔,故障类型,同一井段进行了多次射孔,154,未对射孔工艺进行技术交底，造成对井段 5043.07~5044.57m 重复射孔
E01204,未进行技术交底,原因,施工前未进行工艺技术说明,154,连续油管射孔时，未对射孔工艺进行技术交底
E01205,改进 SJS 桥塞,处置措施,对特定型号桥塞进行优化改进,154,对 SJS 桥塞进行改进
E01206,发射率,指标,射孔孔眼成功发射的比例,154,检查发射率：应射 60 孔，实射 60 孔，发射率 100%
E01207,电缆上提张力异常,现象,电缆上提时张力低于正常值,155,发现电缆上提张力异常，较正常上提电缆张力下降 2.7kN
E01208,射孔点火震动,原因,射孔枪起爆产生的震动,155,判断可能是由于第一枪射孔点火震动导致射孔马笼头出现故障
E01209,上提值,施工参数,桥塞到第一枪的上提距离,155,尽量使桥塞到第一枪的上提值大于 15m
E01210,无磁定位信号,现象,电缆测井无法接收到磁定位信号,"155,157",上提电缆后发现无磁定位信号 | 13:42 上提电缆，张力由 8.9kN 升至 15kN，无磁定位信号，判断工具串卡住。
E01211,15m,指标,桥塞到第一枪的最小上提值,155,尽量使桥塞到第一枪的上提值大于 15m
E01212,2.7kN,指标,电缆张力异常下降值,155,较正常上提电缆张力下降 2.7kN
E01213,电缆断,故障类型,电缆被射孔枪射断,"156,168",第 1 簇点火时将电缆射断 | 电缆断头突然从控制头最上端掉落，查看发现电缆断开处附近的电缆扭曲变形
E01214,井斜角,施工参数,井眼轨迹与垂直线的夹角,"156,176",该井段井斜角达到 103.8° | 遇卡（井斜角 47.6°）
E01215,不停车点火,处置措施,射孔时保持连续操作不停止,156,采用不停车点火的方式，防止工具串下滑压断电缆
E01216,工具串卡住,故障类型,井下工具串无法正常移动,157,13:42 上提电缆，张力由 8.9kN 升至 15kN，无磁定位信号，判断工具串卡住。
E01217,电缆头弱点拉断,故障类型,电缆头弱点处发生断裂,157,14:37 起出井口，由电缆头处标记判断为电缆头弱点拉断，工具串落井
E01218,点火极性接反,原因,点火线路极性连接错误,157,通过复查点火施工过程，检查发现点火极性接反造成误射孔。
E01219,泵注液体解卡,处置措施,通过泵注液体尝试解除卡阻,157,20:38~21:55 将电缆放松后，泵注液体解卡，无磁定位信号，解卡未成功
E01220,拉断电缆,处置措施,主动拉断电缆以回收部分工具,157,12:40 停泵，压力 43MPa，进入拉断电缆程序
E01221,压力 70MPa,施工参数,施工过程中的最高泵压,157,12:25 泵入清水 27m³，压力继续升至 70MPa
E01222,张力 15kN,施工参数,卡住时的电缆张力,157,13:42 上提电缆，张力由 8.9kN 升至 15kN，无磁定位信号，判断工具串卡住。
E01223,桥塞点火极性错误,原因,供电极性接反导致误起爆,158,导致桥塞点火时供电极性错误（桥塞为负电点火，第一枪为正电点火）
E01224,人为疏忽,原因,操作人员疏忽导致故障,158,属于人为疏忽导致
E01225,责任心不足,原因,操作员、队长和质量监督责任心不足,158,操作员、队长和质量监督责任心不足
E01226,禁止疲劳施工,处置措施,防止人为失误的管理措施,158,禁止疲劳施工，严格执行施工人员的轮换班制度
E01227,接线固定标识,处置措施,防止接线错误的物理措施,158,将点火面板供电输出端接线进行固定，接线头做明显标识
E01228,井斜,指标,井眼倾斜角度,159,本次施工的井斜为 102.7^{\circ}
E01229,电缆炸断,故障类型,点火时电缆断裂,159,使得第一枪点火时炸断电缆
E01230,发射率低,现象,实际射孔数少于设计数,159,应射 60 孔，实射 20 孔，发射率 33.3\%
E01231,技术培训不到位,原因,人员经验不足,159,技术培训不到位，现场施工人员对施工经验不够
E01232,施工设计不明确,原因,针对复杂情况措施缺失,159,施工设计针对复杂情况的措施不明确
E01233,组下打捞管柱,处置措施,打捞落鱼作业,159,19 日 5:38 组下打捞管柱
E01234,悬浮座封,工况,特定施工方式,159,应制定更合理详细的“悬浮座封
E01235,拖动射孔,工况,特定施工方式,159,拖动射孔”措施
E01236,张力信号异常,现象,张力监测数据异常,159,没有及时发现张力和 CCL 信号的异常
E01237,电缆拉力,指标,监测电缆受力情况的关键施工指标,160,电缆张力由 6.0kN 升至 9.0kN，停止上提
E01238,CCL 信号,指标,磁定位信号，用于判断井下工具深度,160,CCL 信号突然停止，电缆下放到 3809.0m 停止下放
E01239,电缆拉力实验,处置措施,施工前对电缆强度进行的测试措施,160,施工所需要电缆拉力实验做好，实测 45 kN 未拉断电缆，才可用于正常施工
E01240,地面预演操作,处置措施,泵送施工前在地面进行的模拟操作,160,在泵送施工前，地面进行预演操作，各岗位配合到位
E01241,点火座封,处置措施,遇卡无法解卡时采取的座封桥塞措施,160,20:00 在 3798.15 m 点火座封桥塞；21:00 工具串起出井口
E01242,张力产生波动,现象,泵送过程中电缆张力出现异常变化,160,泵送到 2920.0m 张力产生波动停泵，上提到 2500.0m 重新泵送
E01243,压力突降,现象,试压过程中压力突然下降的异常现象,"160,166",当压力由 27.30 MPa 逐步升至 45.30 MPa 时，压力突降至 30.00 MPa | 17:41 上提到深度 4640.00m 时，压力突然由 25.00MPa 降至 2.80MPa
E01244,憋泵,现象,施工期间泵压异常升高或泵送困难,"161,162,163,164,188,191,192,195",钻塞期间，多次憋泵 | 开泵，仍憋泵 | 多次重复下放，均在 3809.5m 处憋泵 | 导致钻磨工具频繁憋泵 | 突然发生憋泵，压裂车超压
E01245,挂卡,现象,管柱上提时遇到阻力悬重增加,161,随后上提油管，挂卡 40kN，上提到 3807.5m
E01246,磨痕,现象,工具表面因摩擦产生的痕迹,161,检查：磨鞋外壁及底部边缘有明显磨痕
E01247,洗井,处置措施,大排量循环液体清洁井筒,"161,209,247",大排量洗井，采用模拟桥塞探座封桥塞实际深度 | 决定带φ73 mm 喷嘴进行洗井，并备料金属减阻剂 | 清水正循环洗井，洗井深度 4199.58m
E01248,上提连续油管,处置措施,遇到挂卡时上提管柱解卡,"161,188,192",随后上提油管，挂卡 40kN，上提到 3807.5m | 20:22 上提连续油管悬重 0 升至 128 kN | 即可上提连续油管
E01249,钻压 0,现象,钻进过程中钻压显示为零,162,均在 3809.5m 处出现钻压 0 的憋泵
E01250,卷曲胶皮,材料,从井筒内捞出的橡胶类碎屑,162,地面捕屑器内捞出少许卷曲胶皮
E01251,金属块,材料,从井筒内捞出的金属碎屑,"162,163",清洗碎屑后发现一金属块 | 一金属块（无磁性，尺寸：20mm×6mm×11mm）
E01252,细丝状胶皮,材料,从井筒内清理出的胶皮碎屑,162,除砂器清理出 0.1kg 细丝状胶皮
E01253,铅模底部被切,现象,铅模底部受到切削损伤,162,铅模底部圆周多处被切
E01254,磨鞋钻塞,处置措施,使用磨鞋进行钻塞作业,162,下 108mm 宽水槽磨鞋钻塞
E01255,铅模打铅印,处置措施,使用铅模探查井下落物形态,162,下 105mm 铅模打铅印
E01256,强磁打捞,处置措施,使用强磁工具打捞金属碎屑,"162,193,200,207,209",下 105mm 底部强磁通井 | 第一趟管柱：第一趟强磁清理 | 清理强磁打捞器，捞出桥塞金属碎屑 7.8kg | 连接强磁打捞管柱入井 | 连接强磁打捞管柱，捞获碎屑质量 2.76 kg
E01257,PDC 钻头钻磨,处置措施,使用 PDC 钻头进行钻磨作业,162,下φ106mmPDC 钻头钻磨
E01258,套铣筒套铣,处置措施,使用套铣筒进行套铣作业,162,下φ105mm 套铣筒套铣
E01259,3809.5m,指标,作业遇阻或故障发生的深度,162,到 3809.5m 遇阻
E01260,48.00MPa,指标,施工压力上升后的最高值,162,持续上升至 48.00MPa
E01261,磨损,现象,工具表面受损,163,检查：磨鞋边缘有磨损，底部无明显变化
E01262,石块,原因,导致憋泵的井下异物,163,地面捕屑器清理出一石块（尺寸：18mm×13mm×21mm）
E01263,泵入胶液,处置措施,遇阻时泵入润滑或清洗液体,163,遇阻，泵入胶液 10.00m^3，开始上提
E01264,大排量洗井,处置措施,高排量循环清洗井筒,163,17:06 大排量洗井：注入前置胶液 20.00m^3
E01265,加压,施工参数,钻塞或探底时施加的压力,"163,181,207",加压 10kN 遇阻 | 9:54 下入 50.8mm 连续油管底带打捞工具，加压 20kN 探鱼顶 | 加压 50kN
E01266,强磁打捞器,设备,用于打捞金属异物的工具,"163,193,203,206,257",组下强磁打捞管柱（管柱结构：φ80mm 强磁打捞器 | φ73mm 强磁打捞器 4 根 | φ80mm 强磁打捞器 | 先后 5 次下入强磁打捞器 | 21 日 9:53 下连续油管底带φ73mm 强磁打捞器
E01267,第 17 段阻流管砂卡,故障类型,井段发生的砂卡故障,164,2.31 JY-C31HF 并第 17 段阻流管砂卡
E01268,异物,原因,导致憋泵的原因,164,遇阻点 3809.3m 位置可能存在异物
E01269,固井质量,原因,影响套变井的因素,164,提高页岩气井固井质量水平
E01270,放弃第 4 段施工,处置措施,针对故障的施工调整,164,经讨论放弃第 4 段施工
E01271,连续油管座封桥塞,处置措施,后续层段施工方式,164,第 5 段采用连续油管座封桥塞
E01272,张力波动较大,现象,遇卡时的张力表现,164,张力波动较大，出现挂卡现象
E01273,砂粒粘附,现象,电缆上的砂粒情况,164,电缆上有大量砂粒粘附
E01274,注脂泵,设备,注入密封脂的设备,164,注脂泵回油管流出的密封脂也带有大量砂粒
E01275,铅模单方向多处被切,现象,铅印检查的结果,164,铅模单方向多处被切
E01276,电缆砂卡,故障类型,电缆在阻流管内被砂粒卡死,165,初步判断电缆在阻流管内砂卡
E01277,控制头,设备,井口密封及电缆导入装置,165,电缆在控制头下方 3 根流管处砂卡最为严重
E01278,顶替液量不充分,原因,压裂后顶替液量不足导致积砂,165,压裂后顶替液量不充分，导致井筒内积砂
E01279,加砂管线存砂,原因,加砂管线内存留砂粒带入井筒,165,加砂管线内存留的砂粒带进井筒
E01280,处理经验不足,原因,作业人员未及时处理阻流管砂粒,165,小队作业人员处理砂卡经验不足
E01281,拆除清洗阻流管,处置措施,拆除阻流管短接并清洗电缆,165,依次逐级拆除阻流管短接并清洗电缆和阻流管
E01282,注柴油清砂,处置措施,遇砂卡时注柴油清洗砂粒,165,若遇有砂卡时，及时注柴油清砂
E01283,专用泵送流程,处置措施,避免用加砂流程泵送射孔枪,165,采用专用的泵送流程，避免用加砂流程泵送
E01284,注脂压力,施工参数,控制头密封及冲砂压力,165,增大注脂压力，继续缓慢上起电缆
E01285,磁定位信号混乱,现象,测井磁定位曲线信号异常无法识别,166,磁定位信号混乱同时连续出现结箍信号，缓慢停车
E01286,工具串回滑,原因,工具串在井筒内非预期向下滑动,166,检查磁定位曲线怀疑工具串有回滑现象，可能造成电缆缠绕
E01287,旋塞阀刺漏,原因,旋塞阀密封失效导致流体泄漏,166,压裂流程泄压，整改刺漏旋塞阀，更换液控泄压阀后的 3in 手动旋塞阀
E01288,3in 手动旋塞,设备,原使用的 3 英寸手动旋塞阀,166,更换液控泄压阀后的 3in 手动旋塞阀为 2in 旋塞阀
E01289,2in 旋塞阀,设备,整改后更换的 2 英寸旋塞阀,166,更换液控泄压阀后的 3in 手动旋塞阀为 2in 旋塞阀（由于 2in 旋塞阀开关方便）
E01290,反复上提下放活动电缆,处置措施,通过活动电缆尝试解除工具串卡阻,166,判断遇卡，反复上提下放活动电缆；20:11 在深度 4613.4m 处以排量开泵
E01291,排量 0.30m³/min,施工参数,解卡过程中使用的开泵排量,166,20:11 在深度 4613.4m 处以排量 0.30m³/min 排量开泵，同时开始下放电缆
E01292,流程整改,处置措施,针对泄压失控进行的设备流程改造,166,压裂流程泄压，整改刺漏旋塞阀，更换液控泄压阀后的 3in 手动旋塞阀
E01293,泵送补孔,处置措施,故障处理后重新进行的射孔施工,166,11:31 组下第 4 段第 2 簇射孔枪；11:33 第 2 簇射孔；13:20 射孔工具串起出井口
E01294,密封盘根刺坏,故障类型,密封盘根被刺坏,167,每泄压 3~4 次后其密封盘根即会刺坏出现滴漏的现象
E01295,滴漏,现象,密封失效出现滴漏,167,每泄压 3~4 次后其密封盘根即会刺坏出现滴漏的现象
E01296,3in 手动旋塞阀,设备,用于泄压的手动旋塞阀,167,先缓慢全开 3in 手动旋塞阀后通过操作远程液控旋塞
E01297,远程液控旋塞,设备,用于泄压的远程液控旋塞,167,先缓慢全开 3in 手动旋塞阀后通过操作远程液控旋塞
E01298,3in 旋塞阀,设备,泄压不好控制的旋塞阀,167,但由于用 3in 旋塞阀泄压不好控制，泄压过程较为急促
E01299,泄压过程较为急促,原因,泄压速度过快,167,但由于用 3in 旋塞阀泄压不好控制，泄压过程较为急促
E01300,2in 手动旋塞阀,设备,整改后用于控制泄压的阀门,167,泄压流程 3in 液动旋塞阀后连接 2in 手动旋塞阀
E01301,3in 液动旋塞阀,设备,整改后泄压流程中的液动阀,167,泄压流程 3in 液动旋塞阀后连接 2in 手动旋塞阀
E01302,加强高压件的管理,处置措施,管理高压管件,167,加强高压件的管理，施工前对高压弯头、旋塞阀按规定保养
E01303,平稳操作,处置措施,操作高压管件时应平稳,167,操作旋塞阀等高压管件泄压时应平稳操作，严禁剧烈开关
E01304,电缆熔断,故障类型,井内电缆发生熔断,167,2.33 JY-C33HF 并电缆熔断
E01305,人工井底 5422.00m,施工参数,井的人工井底深度,167,人工井底 5422.00m
E01306,发射率 100%,指标,射孔枪发射率,167,应射 30 孔，实射 30 孔，发射率 100%
E01307,泵送遇卡,故障类型,泵送过程中工具串或电缆受阻无法移动,168,18:21 上提电缆，当起到 2934m 时，张力突然由 9.1kN 升至 15.0kN，停车
E01308,控制头阻流管,设备,电缆密封控制头内的节流管道,168,经判断电缆是在控制头阻流管内遇卡
E01309,化学清洗泵,设备,用于注入清洗液的泵送设备,168,23:20~22 日 7:00 使用化学清洗泵向电缆密封控制头内注入柴油
E01310,BOP 半封闸板,设备,防喷器的半封闭闸板组件,168,关闭 BOP 二副半封闸板，对防喷管放压后，拆卸清洗阻流管
E01311,防喷管内压力,指标,防喷管内部的压力数值,168,发现防喷管内压力迅速上升至 30MPa，与井内压力平衡
E01312,高温熔化,现象,电缆绝缘层因高温发生熔融,168,缆芯绝缘层有高温熔化现象，电缆控制头内部亦有颜色发黑现象
E01313,拆卸清洗阻流管,处置措施,拆除阻流管清除内部砂堵,168,拆卸清洗阻流管，发现控制头自下而上第二根和第四根阻流管内有大量压裂砂
E01314,活动电缆,处置措施,上下活动电缆尝试解卡,168,决定再次关闭 BOP 半封闸板，活动电缆尝试解卡
E01315,阻流管堵塞,故障类型,阻流管与电缆之间的间隙被杂质堵塞,169,携带杂质进入了阻流管内，堵塞了阻流管与电缆之间的间隙
E01316,开启 BOP 平衡阀行程过大,原因,操作不当导致阀门开启圈数过多,169,开启 BOP 平衡阀圈数为两周半，从而导致防喷管内升压过快
