id,head,relation,tail,pages,evidence,weight
T00987,增加滚珠接头,影响,剪断电缆的风险,131,但也增加了射孔时剪断电缆的风险,1
T00988,落鱼偏心,导致,打捞未获,131,显示落鱼偏心抵住一侧，卡瓦未撑开...未捞获,1
T00989,泵送桥塞 - 射孔遇卡,发生于,JY-C15HF 井,132,2.15 JY-C15HF 并第 16 段泵送桥塞 - 射孔遇卡,1
T00990,泵送设备故障,导致,施工停等,132,28 日由于泵送设备故障和邻井压裂组织停等 7.5h,1
T00991,施工压力,表现为,凸齿状波动,132,施工压力呈凸齿状波动，波动幅度 2~4MPa,1
T00992,施工压力,表现为,突升至 84MPa,132,施工压力突降至 77.2MPa 后，随即突升至 84MPa,1
T00993,电缆张力,表现为,异常上涨,132,电缆张力随之异常上涨,1
T00994,射孔枪通讯异常,原因是,检测电流超过正常范围,132,检测电流超过正常范围，无法与桥塞工具进行通信,1
T00995,紧急停泵,处置措施,泵送桥塞 - 射孔遇卡,132,操作人员采取紧急停泵、加快下放电缆速度等措施,1
T00996,正打压冲洗,处置措施,泵送桥塞 - 射孔遇卡,132,22:40 采用正打压冲洗，泵车挂一挡怠速状态下,1
T00997,拉断电缆弱点,处置措施,泵送桥塞 - 射孔遇卡,132,决定拉断电缆弱点。上提电缆拉力二次到 23.1kN,1
T00998,拉断电缆弱点,导致,工具串落井,132,判断电缆在电缆弱点处拉脱。7:50 上提电缆到井口...工具串落井,1
T00999,工具串砂卡,导致,异常情况,133,泵送桥塞射孔过程中，工具串砂卡，导致了异常情况发生。,1
T01000,排量下降,导致,井筒内存在沉砂,133,为避免超压停泵，排量由 14m³/min 降至 8.5m³/min 下降，可能导致井筒内存在沉砂,1
T01001,未能及时泵送桥塞射孔,导致,沉砂堆积更加严重,133,未能及时泵送桥塞射孔，导致井筒内沉砂堆积更加严重,1
T01002,水平井段上翘拐点,影响,沉砂,133,4000m 处为水平井段上翘拐点，容易造成沉砂。,1
T01003,泵送压力呈凸齿状波动,表现为,沉砂形成小砂堆临时阻挡,133,泵送压力呈凸齿状波动，说明泵送推送中沉砂形成小砂堆临时阻挡所致,1
T01004,钻除井筒内 15 级桥塞,处置措施,15 级桥塞,133,15 日钻除井筒内 15 级桥塞，16、17 日用强磁和文丘里两趟钻清理,1
T01005,清理井筒碎屑,处置措施,井筒碎屑,133,16、17 日用强磁和文丘里两趟钻清理井筒碎屑,1
T01006,砂堆堵塞套管,导致,泵送压力突升,134,表明工具串运行到该深度时，冲入井筒内更大的砂堆堵塞住套管，造成井内压力瞬间提高,1
T01007,砂堆堵塞套管,导致,停泵后压力不降,134,堵塞住套管，造成井内压力瞬间提高，停泵后压力不降,1
T01008,砂堆堵塞套管,发生于,4000m,134,工具串运行到该深度时，冲入井筒内更大的砂堆堵塞住套管,1
T01009,压裂完到泵送时间长,导致,泵脱异常,134,压裂完到泵送时间长，使井筒条件变的更为复杂，是导致泵脱异常发生的因素,1
T01010,压裂完到泵送时间长,导致,水平段沉积污物,134,压裂完到泵送间隔达 7.5h，时间越长，水平段沉积污物越严重,1
T01011,经验不足,导致,复杂情况发生,134,主观上被进度牵制影响，没有客观的认识到问题，经验不足，是导致复杂情况发生的又一因素,1
T01012,泵送压力过高,处置措施,停止泵送,134,泵送桥塞射孔压力过高时（超过 75MPa）停止泵送,1
T01013,泵送压力过高,处置措施,挤酸,134,重新挤酸及大排量冲洗处理,1
T01014,泵送压力过高,处置措施,大排量冲洗,134,重新挤酸及大排量冲洗处理,1
T01015,特殊井,处置措施,挤注,134,对于压裂情况比较特殊的井，建议进行挤注、顶替等处理,1
T01016,特殊井,处置措施,顶替,134,对于压裂情况比较特殊的井，建议进行挤注、顶替等处理,1
T01017,特殊井,处置措施,缩短等待时间,134,与压裂结合，力争缩短等待时间，尽可能做到压裂、射孔两个工序的无缝隙衔接,1
T01018,泵车供液泵坏,导致,主压车泵送,135,由于泵车供液泵坏，直到完成第 2 段压裂后，18:16 采用主压车泵送,1
T01019,电缆在弱点处拉脱,导致,泵送工具串落井,135,起出电缆检查，电缆在弱点处拉脱，射孔工具串落井,1
T01020,泵送工具串落井,表现为,电缆张力突然上升,135,当泵送到 4243.8m 时，电缆张力突然上升，4244.96m 时升至 14.1kN,1
T01021,连续油管打捞,处置措施,泵送工具串落井,135,21 日连续油管队组装井口设备，连接防喷管，下打捞工具,1
T01022,施工压力,监测指标,主压车泵送,135,施工压力/MPa，排量/(m³/min)，深度/m，速度/(m/h),1
T01023,排量,监测指标,主压车泵送,135,施工压力/MPa，排量/(m³/min)，深度/m，速度/(m/h),1
T01024,泵送工具串落井,发生于,JY-C16HF 井,135,2.16 JY-C16HF 井泵送工具串落井,1
T01025,排量设计不合理,导致,泵脱异常,136,泵送排量设计不合理，是导致泵脱异常发生的因素之一,1
T01026,冗余量设计不合理,导致,泵脱异常,136,冗余量设计不合理，也是导致泵脱异常发生的因素,1
T01027,反应速度慢,导致,泵脱异常,136,反应速度慢，是导致泵脱异常发生的又一因素,1
T01028,压裂泵送间隔长,导致,泵脱异常,136,压裂完到泵送时间长... 也是导致泵脱异常发生的又一因素,1
T01029,排量设计不合理,表现为,电缆持续伸长,136,泵送过程中，在 1.4m^3/min 出现电缆持续伸长后,1
T01030,排量设计不合理,表现为,张力异常上升,136,提高到 1.6m^3/min 后 2min 即出现张力异常上升,1
T01031,压裂泵送间隔长,导致,水平段沉积物,136,压裂完到泵送间隔达 6 h，水平段沉积物较严重,1
T01032,泵脱异常,处置措施,打捞,136,检查工具，打捞出所有落鱼,1
T01033,连续油管,相关,打捞,"136,191",连续油管带出打捞管柱 | 连续油管底带打捞管柱,2
T01034,泵送排量,影响,泵送安全,137,尽可能降低排量对泵送安全的影响,1
T01035,发动机转速,影响,应对复杂问题的能力,137,尽可能提高发动机转速，以提高应对复杂问题的能力,1
T01036,等待时间较长,处置措施,井筒处理,137,对等待时间较长的井，泵送前要对井筒先行处理,1
T01037,JY-C17HF 井,相关,套管异常,137,2.17 JY-C17HF 并套管异常致泵送射孔遇卡,1
T01038,套管异常,导致,泵送射孔遇卡,"137,160",2.17 JY-C17HF 并套管异常致泵送射孔遇卡 | 2.30 JY-C30HF 并套管异常致泵送射孔遇卡,2
T01039,第 2 段压裂,表现为,超压停泵,137,第 2 段压裂施工，施工压力 57.5~82.8MPa、排量 10.0~14.0m³/min，超压停泵,1
T01040,套管异常,处置措施,冲砂洗井,137,25 日连续油管队组装连接冲砂洗井管柱,1
T01041,第 2 段压裂,相关,酸液,137,注入酸液 20.0m³、减阻水 1199.52m³,1
T01042,第 2 段压裂,相关,陶粒,137,加 70/140 目陶粒 11.73m³、40/70 目陶粒 15.76m³,1
T01043,连续油管冲砂管柱,表现为,遇阻,138,连续油管冲砂管柱下到 4707m 遇阻,1
T01044,桥塞管柱,表现为,遇阻,138,下第 2 级桥塞管柱遇阻,1
T01045,桥塞管柱,表现为,遇卡,138,加压 25kN 未通过，上提遇卡,1
T01046,试压不合格,原因是,压降明显,138,10min 压降 20MPa，试压不合格,1
T01047,试压不合格,原因是,滤失,138,10min 压降 20MPa,1
T01048,钻磨,处置措施,桥塞,138,减阻水正循环钻磨桥塞,1
T01049,打捞,处置措施,金属碎屑,138,清理金属碎屑称重 1kg,1
T01050,套管挤注,包含,减阻水,138,泵入减阻水 207.62m³,1
T01051,套管挤注,包含,胶液,138,胶液 21.00m³,1
T01052,套管挤注,监测指标,施工压力,138,施工压力 40.99~78.82MPa,1
T01053,套管挤注,监测指标,排量,138,排量 0.4~11.0m³/min,1
T01054,活动解卡,处置措施,遇卡,138,上提 130~180kN 活动解卡未成功,1
T01055,套管可能存在变形,导致,遇阻,"139,164",遇阻处套管可能存在变形，对电缆泵送桥塞工具串顺利通过造成了阻力 | 深度套管可能存在变形...多次下工具在 3809.3m 遇阻,2
T01056,遇阻,导致,桥塞试压不合格,139,第二次组下桥塞管柱到 4638m 遇阻...压降明显，试压不合格,1
T01057,张力突然上升,表现为,电缆断裂,139,张力突然上升...分析为射孔枪断脱...发现电缆从弱点处断裂,1
T01058,改用连续油管,处置措施,后续封闭分段,139,改用连续油管进行后续封闭分段、射孔,1
T01059,清理井筒,处置措施,防止异物影响,139,下入桥塞前要对井筒进行清理，防止异物影响桥塞的座封,1
T01060,CCL 信号消失,表现为,电缆断裂,139,测试井下仪器 CCL 信号消失，分析为射孔枪断脱,1
T01061,砂桥,导致,井口压力突增,140,工具串在水平井段途遇砂桥导致的压力突升现象,1
T01062,套管壁油泥,导致,砂桥,140,不断刮起套管壁上的油泥，逐步在工具串前端形成砂桥,1
T01063,砂桥突然垮塌,导致,拉断弱点,140,砂桥突然垮塌，致使工具串加速前进，拉断弱点,1
T01064,降低泵送排量,处置措施,套管壁油泥,140,基于该井套管内壁可能有油泥，应适当降低泵送排量,1
T01065,立即停泵,处置措施,电缆张力过低,140,泵送时电缆张力过低、张力变化过大等情况，应立即停泵,1
T01066,连续油管,包含,卡瓦打捞筒,"140,172,181,202",连续油管队组下打捞管柱（管柱结构：phi 105mm 卡瓦打捞筒 | 安装连续油管打捞工具：phi 98mm 卡瓦打捞筒 | 15 日 20:15 连接φ113mm 引鞋 +φ113mm 卡瓦打捞筒 | 连续油管队组下打捞管柱：...卡瓦打捞筒,4
T01067,JY-C19HF 井,发生于,阻流管砂卡,141,2.19 JY-C19HF 并阻流管砂卡,1
T01068,阻流管砂卡,原因是,压裂砂,141,因井筒内及电缆上粘附大量压裂砂,1
T01069,阻流管砂卡,原因是,风险评估不足,141,对阻流管阻卡电缆风险评估不足,1
T01070,阻流管砂卡,处置措施,压力冲砂,141,先采用压力冲砂对阻流管进行清洗,1
T01071,阻流管砂卡,处置措施,电缆整形,141,遂再次进行电缆整形,1
T01072,阻流管砂卡,处置措施,更换新阻流管,141,15:00 更换新阻流管,1
T01073,电缆,表现为,电缆断开,141,电缆从密封控制头电缆保护器上方 20cm 处断开,1
T01074,电缆鸟窝,导致,张力,141,电缆缓慢上提过程中发现张力逐渐增大,1
T01075,张力,监测指标,电缆,141,张力由 3kN 突升至 20kN,1
T01076,压裂砂,导致,砂卡,142,电缆上携带压裂砂，在阻流管内形成砂卡,1
T01077,砂卡,导致,电缆断裂,142,电缆在阻流管内受到压裂砂的严重挤压...导致上提张力在 22kN 时电缆即被拉断,1
T01078,张力突变,表现为,电缆断裂,142,张力从 3.2kN 突升至 15.3kN...确定电缆从马笼头弱点处断脱,1
T01079,控制起电缆速度,处置措施,电缆断裂,142,严格控制起电缆速度，注意观察张力变化,1
T01080,排量 0.6~1.4m³/min,发生于,JY-C20HF 井,142,JY-C20HF 井...排量 0.6~1.4m³/min,1
T01081,电缆下放速度和泵送排量不匹配,导致,泵脱,143,电缆下放速度和泵送排量不匹配...导致电缆张力超过弱点设定的最大拉力泵脱,1
T01082,电缆张力,影响,泵脱,143,导致电缆张力超过弱点设定的最大拉力泵脱,1
T01083,处置措施不妥,原因是,泵脱,143,应处置措施不妥。对于张力的突然上升...导致电缆张力超过弱点设定的最大拉力泵脱,1
T01084,曲线异常,处置措施,停泵,143,进行速度与排量调节不能消除曲线异常，则应及时停泵,1
T01085,曲线异常,处置措施,井筒清洗,143,若重新泵送仍然出现曲线异常，则应将工具串起出井口，进行井筒清洗,1
T01086,电缆张力迅速增加,处置措施,快速下放电缆,143,电缆张力迅速增加...应迅速提升绞车速度,1
T01087,泵送工具串落井,原因是,电缆拉断,144,当射孔工具串泵送到 4376m 时，电缆拉断，射孔工具串落井,1
T01088,泵送工具串落井,原因是,处理不及时,144,处理不及时。对于张力的突然上升,1
T01089,电缆拉断,表现为,张力突然上升,144,对于张力的突然上升（整个过程持续约 7s）,1
T01090,泵送工具串落井,处置措施,连续油管打捞,144,23 日 9:43 组下连续油管打捞管柱,1
T01091,泵送工具串落井,处置措施,井筒清洗,144,井筒清洗重新泵送施工,1
T01092,节箍信号异常,处置措施,停泵,144,则应及时停泵，进行重新泵送,1
T01093,节箍信号异常,处置措施,重新泵送,144,则应及时停泵，进行重新泵送,1
T01094,电缆头张力,监测指标,5kN 以下,144,尽量使电缆头张力在 5kN 以下,1
T01095,电缆张力迅速增加,导致,砂卡,145,上提张力由 6kN 上升至 8kN...判断为砂卡,1
T01096,砂卡,处置措施,停泵,145,泵送指挥人员必须果断发出停泵指令,1
T01097,砂卡,处置措施,提升绞车速度,145,迅速提升绞车速度，待张力平稳后再恢复,1
T01098,第 11 段砂卡,处置措施,注入柴油,145,使用化学疏通泵往阻流管内注入柴油,1
T01099,第 11 段砂卡,处置措施,高空拆除阻流管,145,9 日 14:47 高空拆除阻流管，解卡成功,1
T01100,第 11 段砂卡,相关,44.20MPa,145,最高施工压力 44.20MPa,1
T01101,第 11 段砂卡,相关,0.4~1.3m³/min,145,排量 0.4~1.3m³/min,1
T01102,JY-C22HF 井,发生于,第 11 段砂卡,145,2.22 JY-C22HF 并第 11、20 段泵送桥塞 - 射孔砂卡,1
T01103,JY-C22HF 井,发生于,第 20 段砂卡,145,2.22 JY-C22HF 并第 11、20 段泵送桥塞 - 射孔砂卡,1
T01104,井筒内残留压裂砂,导致,电缆遇卡,146,第 11、20 段压裂井筒内残留压裂砂，导致电缆在阻流管内遇卡,1
T01105,电缆遇卡,表现为,砂卡,146,第 20 段砂卡：16 日 14:25 高空拆除阻流管，拆除阻流管解卡成功,1
T01106,砂卡,处置措施,拆除阻流管,146,16 日 14:25 高空拆除阻流管，拆除阻流管解卡成功,1
T01107,电缆张力异常上涨,处置措施,紧急停泵,146,操作人员采取紧急停泵、并加快下放电缆速度等措施,1
T01108,电缆张力异常上涨,处置措施,加快下放电缆速度,146,操作人员采取紧急停泵、并加快下放电缆速度等措施,1
T01109,井筒内残留压裂砂,处置措施,胶液顶替,146,建议加入适当的胶液并以大排量、不小于井筒容积 1.5 倍减阻水顶替,1
T01110,井筒内残留压裂砂,处置措施,配备化学疏通泵,146,配备化学疏通泵，制定完善的应急处理预案,1
T01111,JY-C23HF 井,包含,施工压力,146,施工压力 91 ~ 56 ~ 84 ~ 55 ~ 84 MPa,1
T01112,施工压力,监测指标,排量,146,排量 1.8 m³/min，压力升至 60 MPa,1
T01113,油泥,导致,工具串泵脱,147,套管壁上粘附一些油泥，给泵送带来较大难度...最终导致工具串泵脱,1
T01114,沉砂,导致,工具串泵脱,147,粘附在工具串上的泥浆或沉砂突然冲掉...导致了电缆头泵脱,1
T01115,套管壁清洗不彻底,导致,油泥,147,对套管壁清洗不彻底，套管壁上粘附一些油泥,1
T01116,电缆张力突然增加,导致,工具串泵脱,147,电缆张力突然增加...导致了电缆头泵脱、工具串落井的异常情况发生,1
T01117,打捞落鱼,处置措施,射孔工具串落井,147,组装打捞工具进行打捞落鱼作业...打捞出所有落鱼,1
T01118,反打压,处置措施,遇卡,147,16:08 反打压，反复上提下放解卡成功,1
T01119,开泵超压,表现为,捕获落鱼,147,上提连续油管后 3 次开泵超压，确认捕获落鱼,1
T01120,泵送桥塞 - 射孔遇卡,发生于,JY-C24HF 井,148,2.24 JY-C24HF 并第 4 段泵送桥塞 - 射孔遇卡,1
T01121,泵送桥塞 - 射孔遇卡,原因是,摩阻过大,148,工具串遇卡井段可能有沉砂，造成工具串摩阻增大,1
T01122,摩阻过大,原因是,井筒内积砂,148,工具串遇卡井段可能有沉砂，造成工具串摩阻增大,1
T01123,加重枪,导致,摩阻过大,148,因井口压力有 40 MPa，在工具串上增加了加重枪，也增大了摩阻,1
T01124,泵送桥塞 - 射孔遇卡,原因是,桥塞质量问题,148,不排除切断的销钉有残留的碎屑，卡在推筒与桥塞之间,1
T01125,桥塞质量问题,原因是,销钉残留碎屑,148,不排除切断的销钉有残留的碎屑，卡在推筒与桥塞之间,1
T01126,泵送桥塞 - 射孔遇卡,处置措施,活动电缆解卡,148,14:56 活动电缆解卡，活动范围 0~18 kN，活动解卡无效,1
T01127,泵送桥塞 - 射孔遇卡,处置措施,上提张力解卡,148,16:52 上提到 18.5 kN 活动解卡时，张力突然从 18.5 kN 降至 5.8 kN,1
T01128,泵送桥塞 - 射孔联作施工前,处置措施,了解压裂和顶替情况,148,泵送桥塞 - 射孔联作施工前要了解泵送施工前压裂和顶替情况,1
T01129,泵送桥塞 - 射孔联作施工前,处置措施,桥塞销钉改进,148,结合桥塞厂家，进行桥塞销钉改进,1
T01130,电缆张力突升,导致,电缆拉断,149,电缆张力由 3.7 kN 突升至 9.8 kN...从电缆头弱点处拉断,1
T01131,电缆拉断,导致,射孔枪泵脱,149,从电缆头弱点处拉断；射孔枪泵脱,1
T01132,射孔枪泵脱,导致,泵送工具串落井,149,射孔枪泵脱...射孔枪、桥塞落井,1
T01133,泵送工具串落井,发生于,JY-C25HF 井,149,2.25 JY-C25HF 并泵送工具串落并,1
T01134,投球打压脱手,处置措施,连续油管遇卡,149,上提连续油管遇卡...11:41 投球打压脱手,1
T01135,施工压力,监测指标,打捞作业,149,施工压力 24MPa 升至 26MPa,1
T01136,井眼轨迹上翘,导致,砂桥,150,该井井眼轨迹上翘，在上翘段泵送过程中工具串推动砂子前进，容易形成砂桥,1
T01137,工具串推动砂子前进,导致,砂桥,150,在上翘段泵送过程中工具串推动砂子前进，容易形成砂桥,1
T01138,套铣,处置措施,落鱼,150,连续油管起出，带出套铣筒，检查：套铣筒引鞋及内壁有明显磨痕，判断落鱼进入套铣筒,1
T01139,打捞,处置措施,落鱼,150,多次上提下放打捞，加压 50~150kN，无进尺，悬重无变化，施工压力无变化，无捞获显示,1
T01140,环空打压,处置措施,解卡,150,环空打压 15MPa 管柱自 4866.7m 下行到 4895.7m，连续油管上提下放正常，解卡成功,1
T01141,施工压力,表现为,升至 32MPa,150,施工压力 28MPa 升至 32MPa，悬重 78kN 降至 48kN,1
T01142,悬重,表现为,降至 48kN,150,施工压力 28MPa 升至 32MPa，悬重 78kN 降至 48kN,1
T01143,砂桥,导致,工具串被拉脱,151,突然释放砂桥的力导致工具串被拉脱,1
T01144,工具串遇卡,表现为,张力上升,151,上提张力升至 15.6kN，CCL 无信号,1
T01145,工具串遇卡,表现为,CCL 无信号,151,上提张力升至 15.6kN，CCL 无信号,1
T01146,工具串遇卡,处置措施,冲洗,151,采取 0.4~2.0m³/min 排量冲洗，压力 28.83~67.70MPa,1
T01147,工具串遇卡,处置措施,震动解卡,151,在卡点处点火第 2 簇射孔枪震动解卡,1
T01148,工具串遇卡,处置措施,电缆弱点拉断,151,判断弱点拉断...确认从弱点处断开,1
T01149,工具串遇卡,处置措施,泄压,151,套管用 12mm 油嘴控制泄压，井口压力由 23.5MPa 降至 4.2MPa,1
T01150,泵送设计,相关,井眼轨迹的变化,151,泵送设计应充分考虑井眼轨迹的变化，制定详细的预案,1
T01151,打捞落物,相关,清理鱼顶附近,151,打捞落物前先将鱼顶附近清理干净，以便于后继打捞,1
T01152,井眼轨迹上翘,相关,顶替干净井筒内砂子,151,遇到井眼轨迹上翘的井，压裂完成后，尽量将井筒内砂子顶替干净,1
T01153,工具串太短,导致,工具串倾斜,152,现场判断由于工具串太短，工具串过井口时倾斜,1
T01154,工具串倾斜,导致,遇阻,152,工具串过井口时倾斜，无法通过,1
T01155,正循环冲下,处置措施,遇阻,152,用金属减阻剂配 20m³ 混合液正循环冲下，分别过遇阻点,1
T01156,金属减阻剂,相关,正循环冲下,152,用金属减阻剂配 20m³ 混合液正循环冲下,1
T01157,连续油管,包含,篮式卡瓦打捞筒,152,连续油管打捞管柱（管柱结构：φ105mm 篮式卡瓦打捞筒,1
T01158,遇阻,表现为,未捞获落鱼,152,遇阻，加压 20kN，上提管柱，悬重无变化，未捞获落鱼,1
T01159,给入井工具倒角,处置措施,遇阻,152,检查无异常（给入井工具倒角）,1
T01160,未捞获落鱼,处置措施,更换打捞工具,153,未捞获落鱼。10:50 更换打捞工具,1
T01161,下放打捞管柱,表现为,遇阻,153,下连续油管打捞管柱到井深 5063.9m 遇阻,1
T01162,捞获全部落鱼,相关,销钉未被剪切,153,捞获全部落鱼（销钉未被剪切，桥塞芯轴被抽出）,1
T01163,连续油管,包含,螺旋打捞筒,153,管柱结构：φ107mm 螺旋打捞筒,1
T01164,钻塞,处置措施,清理井筒,153,钻除；8:00 减阻水正循环...清理井筒工具,1
T01165,桥塞未丢手,原因是,桥塞设计缺陷,154,桥塞未丢手原因是桥塞设计缺陷,1
T01166,桥塞未丢手,原因是,操作人员判断失误,154,现场操作人员判断失误，未在第一时间发现桥塞未丢手,1
T01167,电脑黑屏故障,导致,未严格执行操作规程,154,电脑出现黑屏故障，看不到射孔曲线，现场未严格执行操作规程,1
T01168,未进行技术交底,导致,重复射孔,154,未对射孔工艺进行技术交底，造成对井段重复射孔,1
T01169,桥塞未丢手,处置措施,改进 SJS 桥塞,154,对 SJS 桥塞进行改进,1
T01170,连续油管,包含,射孔枪,154,下连续油管射孔管柱,1
T01171,电缆张力,监测指标,桥塞未丢手,154,电缆张力从 9.0kN 上升至 10.0kN，未在第一时间发现桥塞未丢手,1
T01172,射孔点火震动,导致,电缆射断,155,判断可能是由于第一枪射孔点火震动导致射孔马笼头出现故障,1
T01173,电缆射断,导致,工具串落井,"155,158",电缆断开，怀疑工具串有可能落井 | 判断工具串可能落井...确定工具串落井,2
T01174,电缆射断,表现为,电缆上提张力异常,155,发现电缆上提张力异常，电缆断开,1
T01175,电缆射断,表现为,无磁定位信号,155,上提电缆后发现无磁定位信号，电缆断开,1
T01176,打捞管柱,处置措施,工具串落井,155,下打捞管柱，起出打捞管柱带出全部落鱼,1
T01177,桥塞,相关,15m,155,尽量使桥塞到第一枪的上提值大于 15m,1
T01178,电缆上提张力异常,相关,2.7kN,155,较正常上提电缆张力下降 2.7kN,1
T01179,井斜角,导致,射孔工具串落井,156,射孔工具串由于井斜原因下滑,1
T01180,压力波动,导致,射孔工具串落井,156,射孔枪在压力波动下继续下滑,1
T01181,射孔工具串落井,导致,电缆断,156,导致与电缆重叠在一起，第 1 簇点火时将电缆射断,1
T01182,射孔工具串落井,处置措施,不停车点火,156,采用不停车点火的方式，防止工具串下滑压断电缆,1
T01183,射孔枪,包含,变扣接头,156,管柱结构：φ89mm 变扣接头 + φ93mm 压力开孔起爆器,1
T01184,工具串卡住,表现为,无磁定位信号,157,13:42 上提电缆，张力由 8.9kN 升至 15kN，无磁定位信号，判断工具串卡住。,1
T01185,工具串卡住,表现为,张力 15kN,157,13:42 上提电缆，张力由 8.9kN 升至 15kN，无磁定位信号，判断工具串卡住。,1
T01186,工具串卡住,处置措施,泵注液体解卡,157,20:38~21:55 将电缆放松后，泵注液体解卡，无磁定位信号，解卡未成功,1
T01187,工具串卡住,处置措施,拉断电缆,157,12:40 停泵，压力 43MPa，进入拉断电缆程序,1
T01188,电缆头弱点拉断,导致,工具串落井,157,14:37 起出井口，由电缆头处标记判断为电缆头弱点拉断，工具串落井,1
T01189,点火极性接反,导致,误射孔,157,通过复查点火施工过程，检查发现点火极性接反造成误射孔。,1
T01190,清水,影响,压力 70MPa,157,12:25 泵入清水 27m³，压力继续升至 70MPa,1
T01191,连续油管,相关,连续油管打捞,157,22:30 连续油管起出打捞工具，捞出落井射孔工具串,1
T01192,人为疏忽,导致,桥塞点火极性错误,158,属于人为疏忽导致,1
T01193,桥塞点火极性错误,导致,桥塞未座封,158,导致桥塞点火时供电极性错误...而桥塞未座封,1
T01194,责任心不足,导致,桥塞点火极性错误,158,操作员、队长和质量监督责任心不足,1
T01195,张力,监测指标,电缆射断,158,张力 0.4kN，确定工具串落井,1
T01196,JY-C29HF 井,发生于,电缆射断,158,2.29 JY-C29HF 并第 10 段射断电缆,1
T01197,接线固定标识,处置措施,桥塞点火极性错误,158,防止误操作接反线路极性,1
T01198,电缆缠绕,导致,电缆炸断,159,电缆缠绕工具串，使得第一枪点火时炸断电缆,1
T01199,电缆起速过慢,导致,电缆缠绕,159,电缆起速过慢，小于工具串下滑速度，电缆缠绕工具串,1
T01200,技术培训不到位,导致,风险识别不足,159,风险识别和管控能力不足,1
T01201,组下打捞管柱,处置措施,捞获落鱼,159,14:30 捞获全部落鱼,1
T01202,第二、三枪未起爆,表现为,发射率低,159,第二、三枪未起爆，应射 60 孔，实射 20 孔,1
T01203,井斜 102.7°,影响,电缆起速,159,本次施工的井斜为 102.7^{\circ}，电缆起速过慢,1
T01204,张力信号异常,监测指标,风险识别,159,没有及时发现张力和 CCL 信号的异常,1
T01205,JY-C30HF 井,发生于,泵送射孔遇卡,160,2.30 JY-C30HF 并套管异常致泵送射孔遇卡,1
T01206,张力产生波动,表现为,泵送射孔遇卡,160,泵送到 2920.0m 张力产生波动停泵，上提到 2500.0m 重新泵送,1
T01207,CCL 信号,监测指标,桥塞遇卡,160,CCL 信号突然停止...初步判断：桥塞遇卡,1
T01208,电缆拉力,监测指标,桥塞遇卡,160,上提电缆张力由 6.0kN 缓慢升至 24.0kN，未能解卡,1
T01209,桥塞遇卡,处置措施,点火座封,160,初步判断：桥塞遇卡...20:00 在 3798.15 m 点火座封桥塞,1
T01210,压力突降,表现为,桥塞,160,当压力由 27.30 MPa 逐步升至 45.30 MPa 时，压力突降至 30.00 MPa,1
T01211,排量,影响,泵送射孔遇卡,160,排量逐步提升至 1.8m³/min，对 CCL 曲线进行时间驱动监测，仍没有信号变化,1
T01212,钻塞,导致,憋泵,161,钻塞期间，多次憋泵,1
T01213,遇阻,表现为,磨痕,161,遇阻不能通过，起出检查：工具表面有明显刮痕,1
T01214,遇阻,处置措施,钻塞,161,遇阻不能通过，下φ108mm 磨鞋钻塞,1
T01215,憋泵,处置措施,打捞碎屑,161,加压钻塞期间，多次憋泵... 下φ80mm 强磁打捞碎屑,1
T01216,挂卡,处置措施,上提连续油管,161,随后上提油管，挂卡 40kN，上提到 3807.5m,1
T01217,洗井,包含,减阻水,161,大排量洗井... 累计泵入减阻水 230.40m³,1
T01218,打捞碎屑,包含,胶液,161,泵入胶液 10.00m³,1
T01219,磨鞋钻塞,表现为,施工压力上升,162,施工压力由 39.0MPa 持续上升至 48.00MPa,1
T01220,磨鞋钻塞,表现为,憋泵,162,开泵，仍憋泵,1
T01221,憋泵,原因是,卷曲胶皮,162,地面捕屑器内捞出少许卷曲胶皮,1
T01222,铅模打铅印,表现为,遇阻,162,到 3809.5m 遇阻,1
T01223,铅模打铅印,表现为,铅模底部被切,162,铅模底部圆周多处被切,1
T01224,强磁打捞,表现为,遇阻,162,到 3809.5m 遇阻,1
T01225,强磁打捞,原因是,金属块,162,清洗碎屑后发现一金属块,1
T01226,PDC 钻头钻磨,表现为,憋泵,162,14:36 吊扫多次憋泵,1
T01227,PDC 钻头钻磨,原因是,细丝状胶皮,162,除砂器清理出 0.1kg 细丝状胶皮,1
T01228,套铣筒套铣,表现为,憋泵,162,均在 3809.5m 处出现钻压 0 的憋泵,1
T01229,套铣筒套铣,表现为,钻压 0,162,均在 3809.5m 处出现钻压 0 的憋泵,1
T01230,磨鞋钻塞,发生于,3809.5m,162,到 3809.5m（未加压）,1
T01231,憋泵,原因是,石块,163,多次重复下放，均在 3809.5m 处憋泵；地面捕屑器清理出一石块,1
T01232,憋泵,原因是,金属块,163,均在 3809.5m 处憋泵；地面捕屑器清理出...一金属块,1
T01233,遇阻,处置措施,泵入胶液,163,加压 10kN 遇阻，泵入胶液 10.00m^3，开始上提,1
T01234,磨鞋,表现为,磨损,163,检查：磨鞋边缘有磨损，底部无明显变化,1
T01235,大排量洗井,监测指标,总液量,163,17:06 大排量洗井...总液量 135.70m^3,1
T01236,连续油管,包含,磨鞋,"163,176,177,209",组下钻塞管柱（管柱结构：φ93mm 磨鞋 +φ73mm 螺杆马达 | 组下钻塞管柱：φ110mm 磨鞋...φ50.8mm 连续油管 | 管柱结构：φ110mm 磨鞋 | 管柱结构：φ105 mm 磨鞋 +φ73 mm 螺杆马达,4
